Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Damian Lillard,31,37,4,13,2,0.0,0.5,0.4,0.739,42.3,17.7,4,0.938,150.0,115.0,35.5,11,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.7,1.0,2.7,0.2987,0.2285,0.6436,24.130000000000003,89.5,96.1,13.37,1.02601,10,2023,11,15,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Damian Lillard,31,27,5,5,1,0.0,0.5,0.5,0.683,31.6,5.4,2,1.0,127.0,97.0,21.2,12,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,4.7,0.9,2.3,0.332,0.2535,0.7436,24.76,96.6,93.6,15.62,1.16383,11,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Damian Lillard,38,27,3,12,1,0.0,0.389,0.364,0.603,27.3,5.0,1,0.9,135.0,123.0,25.3,13,1,0,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,5.5,0.9,2.0,0.3209,0.2613,0.7518,24.75,98.2,94.3,16.339999999999996,1.11058,12,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Damian Lillard,33,22,5,7,0,0.0,0.357,0.5,0.584,24.2,-0.9,1,0.818,147.0,131.0,18.8,14,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,5.6,0.9,1.9,0.3122,0.2863,0.7479,25.06,100.5,93.2,16.990000000000002,1.23648,13,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Damian Lillard,38,27,5,5,2,0.0,0.458,0.3,0.543,30.2,2.9,3,1.0,106.0,116.0,17.8,15,0,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.7,1.0,1.8,0.3113,0.2592,0.7479,25.1,98.3,93.7,16.37,1.08825,14,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Damian Lillard,37,31,6,10,0,0.0,0.611,0.4,0.72,25.4,8.8,1,0.875,153.0,129.0,30.2,16,1,0,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.3,6.0,0.9,1.8,0.3391,0.2742,0.7454,25.18,100.5,94.2,17.47,1.12758,15,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Damian Lillard,37,31,5,4,2,0.0,0.333,0.333,0.571,32.4,4.8,3,0.929,126.0,107.0,21.6,17,1,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.6,6.1,0.8,2.0,0.3324,0.2908,0.746,24.47,101.9,94.1,17.19,1.04751,16,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Damian Lillard,37,32,4,9,0,0.0,0.5,0.444,0.714,27.6,10.3,1,1.0,157.0,130.0,29.9,18,0,0,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.8,2.1,0.3823999999999999,0.3352,0.8459999999999999,27.23,117.6,107.1,20.18,1.16606,17,2023,11,28,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Damian Lillard,43,18,5,13,2,1.0,0.438,0.167,0.507,24.9,-0.5,7,0.75,97.0,109.0,15.5,19,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.3,1.0,2.8,0.4261999999999999,0.3519,0.921,29.72,127.3,118.0,21.73,1.25095,18,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Damian Lillard,38,25,6,9,1,0.0,0.625,0.5,0.741,23.6,2.6,4,1.0,133.0,120.0,22.1,20,1,0,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,8.7,1.1,2.7,0.4710999999999999,0.3908,0.921,28.95,133.1,117.7,23.79,1.21786,19,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Damian Lillard,34,28,3,7,1,1.0,0.615,0.714,0.847,24.8,7.4,3,0.875,159.0,126.0,25.0,21,1,0,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,8.1,1.0,2.6,0.4826,0.4221999999999999,0.9147,27.2,134.0,118.8,22.74,1.05643,20,2023,12,5,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Damian Lillard,42,24,7,7,1,1.0,0.35,0.444,0.53,24.6,1.8,3,1.0,111.0,121.0,17.7,22,1,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,8.3,1.0,2.7,0.4675999999999999,0.4165999999999999,0.9146999999999998,26.5,132.4,121.2,22.39,1.06325,21,2023,12,7,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Damian Lillard,41,14,4,9,0,1.0,0.176,0.222,0.349,25.2,-10.4,2,0.857,89.0,125.0,8.3,23,1,0,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.9,2.8,0.4462999999999999,0.4024,0.9104,26.29,127.8,121.4,20.69,1.16122,22,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Damian Lillard,36,21,4,6,1,0.0,0.429,0.25,0.585,23.6,-2.8,4,0.778,110.0,117.0,14.4,24,1,0,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,7.9,1.0,3.1,0.4535,0.3774,0.9064,26.23,124.1,120.0,20.25,1.15887,23,2023,12,13,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Damian Lillard,30,33,4,5,0,1.0,0.5,0.429,0.682,36.5,5.3,2,1.0,138.0,113.0,24.2,25,1,0,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,7.9,0.8,3.0,0.4577,0.3903,0.9064,26.860000000000003,127.3,119.7,20.89,1.15537,24,2023,12,16,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Damian Lillard,37,39,5,11,3,0.0,0.579,0.625,0.789,30.4,23.8,3,0.923,162.0,116.0,38.1,26,1,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,8.0,1.1,3.2,0.4545,0.4128,0.9112,27.360000000000003,128.2,118.4,21.68,0.944301,25,2023,12,17,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Damian Lillard,35,40,3,4,3,0.0,0.636,0.583,0.826,29.0,17.1,1,1.0,154.0,108.0,35.9,27,1,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.5,8.0,1.2,3.0,0.4848,0.4378,0.9183,27.020000000000003,131.0,118.5,23.110000000000003,1.32471,26,2023,12,19,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Damian Lillard,35,24,5,8,0,0.0,0.294,0.5,0.561,28.0,3.4,3,1.0,116.0,115.0,17.8,28,1,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,7.9,1.2,3.2,0.4641999999999999,0.4434,0.9183,27.06,126.9,117.0,21.9,1.20782,27,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Damian Lillard,34,19,9,7,1,0.0,0.375,0.429,0.522,26.4,1.9,3,0.8,118.0,109.0,15.4,29,0,0,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.3,1.1,2.8,0.4579,0.4696000000000001,0.9233,27.21,129.0,117.0,21.89,0.97631,28,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Damian Lillard,38,32,1,8,1,0.0,0.476,0.308,0.641,31.5,4.6,4,0.889,126.0,130.0,23.0,30,0,0,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,7.2,1.1,2.8,0.4429999999999999,0.4504,0.9122,28.0,128.3,118.0,21.98,1.25665,29,2023,12,25,0,-2.4492935982947064e-16,1.0,0.0,1.0
Damian Lillard,29,12,3,4,0,0.0,0.4,0.333,0.575,21.9,-13.4,4,1.0,93.0,127.0,6.3,31,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,6.9,1.0,2.9,0.4215,0.4123,0.9247,27.71,121.7,118.1,20.110000000000003,1.07887,30,2023,12,27,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Damian Lillard,34,31,2,4,0,0.0,0.563,0.333,0.744,29.3,5.0,2,1.0,143.0,113.0,23.6,32,0,0,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.6,0.9,2.8,0.4427999999999999,0.4011999999999999,0.9247,28.18,124.9,117.3,20.7,1.07698,31,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Damian Lillard,38,13,7,5,0,0.0,0.188,0.111,0.349,21.4,-9.1,1,1.0,86.0,121.0,6.8,33,1,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,6.2,0.9,2.7,0.4439999999999999,0.3901,0.9389999999999998,27.8,124.6,116.9,20.55,1.19545,32,2024,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Damian Lillard,36,23,2,5,3,0.0,0.333,0.25,0.513,27.3,-2.0,2,0.9,111.0,130.0,16.7,34,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,6.1,1.1,2.5,0.4344,0.3901,0.9511999999999998,28.17,124.7,118.2,20.78,1.04436,33,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Damian Lillard,39,25,4,10,1,0.0,0.526,0.167,0.602,22.6,5.0,0,1.0,142.0,121.0,24.1,35,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.1,6.6,1.2,2.3,0.437,0.3639,0.9512,26.78,125.1,119.0,20.770000000000003,1.03516,34,2024,1,4,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
